publicationTitle,Authors,yearOfPublication,publicationVenue,publicationID
Clustering categorical data: an approach based on dynamical systems,"['David Gibson', 'Jon Kleinberg', 'Prabhakar Raghavan']",2000,VLDB,53908b4920f70186a0dbab1c
Quantifiable data mining using ratio rules,"['Flip Korn', 'Alexandros Labrinidis', 'Yannis Kotidis', 'Christos Faloutsos']",2000,VLDB,53908b4920f70186a0dbab1e
Efficient schemes for managing multiversionXML documents,"['S.-Y. Chien', 'V. J. Tsotras', 'C. Zaniolo']",2002,VLDB,53908b4920f70186a0dbab15
The VLDB Journal — The International Journal on Very Large Data Bases,,2000,VLDB,558d71540cf2e667580502e4
Guest editorial,"['Paolo Atzeni', 'Alberto O. Mendelzon']",2000,VLDB,558e0ef80cf2af9ee80ea1e6
The VLDB Journal — The International Journal on Very Large Data Bases,,2000,VLDB,558f361d0cf222bc17bc1c33
Guest editorial,['Malcolm P. Atkinson'],2000,VLDB,558f3abe0cf222bc17bc2263
Checking the temporal integrity of interactive multimedia documents,"['I. Mirbel', 'B. Pernici', 'T. Sellis', 'S. Tserkezoglou', 'M. Vazirgiannis']",2000,VLDB,53908b4920f70186a0dbabb8
Learning response time for WebSources using query feedback and application in query optimization,"['Jean-Robert Gruser', 'Louiqa Raschid', 'Vladimir Zadorozhny', 'Tao Zhan']",2000,VLDB,53908b4920f70186a0dbabb4
Context-based prefetch – an optimization for implementing objects on relations,"['Philip A. Bernstein', 'Shankar Pal', 'David Shutt']",2000,VLDB,53908b4920f70186a0dbabbb
Analysis of navigation behaviour in web sites integrating multiple information systems,"['Bettina Berendt', 'Myra Spiliopoulou']",2000,VLDB,53908b4920f70186a0dbabb6
Declarative specification of Web sites with S,"['Mary Fern&#225/ndez', 'Daniela Florescu', 'Alon Levy', 'Dan Suciu']",2000,VLDB,53908b4920f70186a0dbabb5
Dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances,"['Ada Wai-chee Fu', 'Polly Mei-shuen Chan', 'Yin-Ling Cheung', 'Yiu Sang Moon']",2000,VLDB,53908b4920f70186a0dbabba
Semantic caching of Web queries,"['Boris Chidlovskii', 'Uwe M. Borghoff']",2000,VLDB,53908b4920f70186a0dbabb3
The VLDB Journal — The International Journal on Very Large Data Bases,,2001,VLDB,5590df830cf25001c36ef980
The VLDB Journal — The International Journal on Very Large Data Bases,,1999,VLDB,558d74990cf2c779a6476088
The VLDB Journal — The International Journal on Very Large Data Bases,,1999,VLDB,558e0a790cf2af9ee80e9eca
A graph-theoretic model for optimizing queries involving methods,"['Chiang Lee', 'Chi-Sheng Shih', 'Yaw-Huei Chen']",2001,VLDB,53908b4920f70186a0dbabc4
Supporting efficient multimedia database exploration,"['Wen-Syan Li', 'K.Sel&#231/uk Candan', 'Kyoji Hirata', 'Yoshinori Hara']",2001,VLDB,53908b4920f70186a0dbabc3
The VLDB Journal — The International Journal on Very Large Data Bases,,1998,VLDB,558e99bf0cf222bc17bc14b9
Efficient support for interactive service in multi-resolution VOD systems,"['Kelvin K. W. Law', 'John C. S. Lui', 'Leana Golubchik']",1999,VLDB,53908b4920f70186a0dbabc9
The VLDB Journal — The International Journal on Very Large Data Bases,,1998,VLDB,558d6f270cf222bc17bbf52e
Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"['Changzhou Wang', 'X. Sean Wang']",2001,VLDB,53908b4920f70186a0dbabc5
"Optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations",['Jia Liang Han'],1998,VLDB,53908b4920f70186a0dbabce
Semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,"['Goksel Aslan', 'Dennis McLeod']",1999,VLDB,53908b4920f70186a0dbabc8
MIL primitives for querying a fragmented world,"['Peter A. Boncz', 'Martin L. Kersten']",1999,VLDB,53908b4920f70186a0dbabc7
Guest Editorial,['Matthias Jarke'],1998,VLDB,558f39730cf222bc17bc20ff
Constant time permutation: an efficient block allocation strategy for variable-bit-rate continuous media data,"['Yueh-Min Huang', 'Jen-Wen Ding', 'Shiao-Li Tsao']",1999,VLDB,53908b4920f70186a0dbabcc
The VLDB Journal — The International Journal on Very Large Data Bases,,1998,VLDB,558e0c1d0cf2af9ee80e9ff2
Introduction,"['M. Tamer Özsu', 'Stavros Christodoulakis']",1998,VLDB,558e0eb50cf222bc17bc0272
OPT++ : an object-oriented implementation for extensible database query optimization,"['Navin Kabra', 'David J. DeWitt']",1999,VLDB,53908b4920f70186a0dbabcd
Fast image retrieval using color-spatial information,"['Beng Chin Ooi', 'Kian-Lee Tan', 'Tat Seng Chua', 'Wynne Hsu']",1998,VLDB,53908b4920f70186a0dbabd5
The OODB path-method generator (PMG) using access weights and precomputed access relevance,"['Ashish Mehta', 'James Geller', 'Yehoshua Perl', 'Erich Neuhold']",1998,VLDB,53908b4920f70186a0dbabd0
Spatial and temporal content-based access to hypervideo databases,"['Haitao Jiang', 'Ahmed K. Elmagarmid']",1998,VLDB,53908b4920f70186a0dbabdb
A logical view of structured files,"['Serge Abiteboul', 'Sophie Cluet', 'Tova Milo']",1998,VLDB,53908b4920f70186a0dbabd4
"Advanced data processing in KRISYS: modeling concepts, implementation techniques, and client/server issues","['Stefan De&#223/loch', 'Theo H&#228/rder', 'Nelson Mattos', 'Bernhard Mitschang', 'Joachim Thomas']",1998,VLDB,53908b4920f70186a0dbabd3
Approximate similarity retrieval with M-trees,"['Pavel Zezula', 'Pasquale Savino', 'Giuseppe Amato', 'Fausto Rabitti']",1998,VLDB,53908b4920f70186a0dbabde
Optimal clip ordering for multi-clip queries,"['Raymond T. Ng', 'Paul Shum']",1998,VLDB,53908b4920f70186a0dbabdc
Integrating symbolic images into a multimedia database system using classification and abstraction approaches,"['Aya Soffer', 'Hanan Samet']",1998,VLDB,53908b4920f70186a0dbabdd
Data partitioning and load balancing in parallel disk systems,"['Peter Scheuermann', 'Gerhard Weikum', 'Peter Zabback']",1998,VLDB,53908b4920f70186a0dbabd1
"Scalable feature selection, classification and signature generation for organizing large text databases into hierarchical topic taxonomies","['Soumen Chakrabarti', 'Byron Dom', 'Rakesh Agrawal', 'Prabhakar Raghavan']",1998,VLDB,53908b4920f70186a0dbabd8
Integrating reliable memory in databases,"['Wee Teck Ng', 'Peter M. Chen']",1998,VLDB,53908b4920f70186a0dbabda
"The hB $^\Pi$-tree: a multi-attribute index supporting concurrency, recovery and node consolidation","['Georgios Evangelidis', 'David Lomet', 'Betty Salzberg']",1997,VLDB,53908b4920f70186a0dbabe0
The VLDB Journal — The International Journal on Very Large Data Bases,,1997,VLDB,558f42a80cf2e0ca47150ad9
Delivering presentations from multimedia servers,"['Nevzat Hurkan Balkir', 'Gultekin Ozsoyoglu']",1998,VLDB,53908b4920f70186a0dbabdf
The VLDB Journal — The International Journal on Very Large Data Bases,,1997,VLDB,558f422a0cf2e0ca47150a97
Integrated document caching and prefetching in storage hierarchies based on Markov-chain predictions,"['Achim Kraiss', 'Gerhard Weikum']",1998,VLDB,53908b4920f70186a0dbabd7
Dictionary-based order-preserving string compression,['Gennady Antoshenkov'],1997,VLDB,53908b4920f70186a0dbabe1
The VLDB Journal — The International Journal on Very Large Data Bases,,1997,VLDB,558f3a860cf2c779a6478c2e
On applying hash filters to improving the execution of multi-join queries,"['Ming-Syan Chen', 'Hui-I Hsiao', 'Philip S. Yu']",1997,VLDB,53908b4920f70186a0dbabe6
Concurrency control in hierarchical multidatabase systems,"['Sharad Mehrotra', 'Henry F. Korth', 'Avi Silberschatz']",1997,VLDB,53908b4920f70186a0dbabe8
The impact of object technology on commercial transaction processing,['Edward E. Cobb'],1997,VLDB,53908b4920f70186a0dbabe9
Garbage collection in object-oriented databases using transactional cyclic reference counting,"['P. Roy', 'S. Seshadri', 'A. Silberschatz', 'S. Sudarshan', 'S. Ashwin']",1998,VLDB,53908b4920f70186a0dbabd9
Enhanced abstract data types in object-relational databases,['Praveen Seshadri'],1998,VLDB,53908b4920f70186a0dbabd6
Graphical interaction with heterogeneous databases,"['T. Catarci', 'G. Santucci', 'J. Cardiff']",1997,VLDB,53908b4920f70186a0dbabe5
Concurrency and recovery for index trees,"['David Lomet', 'Betty Salzberg']",1997,VLDB,53908b4920f70186a0dbabec
Heuristic and randomized optimization for the join ordering problem,"['Michael Steinbrunn', 'Guido Moerkotte', 'Alfons Kemper']",1997,VLDB,53908b4920f70186a0dbabea
A database model for object dynamics,"['M. P. Papazoglou', 'B. J. Kr&#228/mer']",1997,VLDB,53908b4920f70186a0dbabe4
Synchronization and recovery in a client-server storage system,"['E. Panagos', 'A. Biliris']",1997,VLDB,53908b4920f70186a0dbabeb
Structured document storage and refined declarative and navigational access mechanisms in HyperStorM,"['Klemens B&#246/hm', 'Karl Aberer', 'Erich J. Neuhold', 'Xiaoya Yang']",1997,VLDB,53908b4920f70186a0dbabf1
Maintenance of implication integrity constraints under updates to constraints,"['Naci S. Ishakbeyoglu', 'Z. Meral Ozsoyoglu']",1998,VLDB,53908b4920f70186a0dbabd2
A configurable type hierarchy index for OODB,"['Thomas A. Mueck', 'Martin L. Polaschek']",1997,VLDB,53908b4920f70186a0dbabf2
A flexible and recoverable client/server database event notification system,"['Eric N. Hanson', 'I.-Cheng Chen', 'Roxana Dastur', 'Kurt Engel', 'Vijay Ramaswamy', 'Wendy Tan', 'Chun Xu']",1998,VLDB,53908b4920f70186a0dbabcf
The intrinsic problems of structural heterogeneity and an approach to their solution,"['Theo H&#228/rder', 'G&#252/nter Sauter', 'Joachim Thomas']",1999,VLDB,53908b4920f70186a0dbabcb
Fast joins using join indices,"['Zhe Li', 'Kenneth A. Ross']",1999,VLDB,53908b4920f70186a0dbabca
The VLDB Journal — The International Journal on Very Large Data Bases,,1998,VLDB,558f35da0cf222bc17bc1b94
HMAP– A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,"['Carlo Combi', 'Giuseppe Pozzi']",2001,VLDB,53908b4920f70186a0dbabc2
Deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis,"['Natalija Krivokapi&#263/', 'Alfons Kemper', 'Ehud Gudes']",1999,VLDB,53908b4920f70186a0dbabc6
Combining multi-visual features for efficient indexing in a large image database,"['Anne H. H. Ngu', 'Quan Z. Sheng', 'Du Q. Huynh', 'Ron Lei']",2001,VLDB,53908b4920f70186a0dbabc1
Online dynamic reordering,"['Vijayshankar Raman', 'Bhaskaran Raman', 'Joseph M. Hellerstein']",2000,VLDB,53908b4920f70186a0dbabbf
Exploiting early sorting and early partitioning for decision support query processing,"['J. Claussen', 'A. Kemper', 'D. Kossmann', 'C. Wiesner']",2000,VLDB,53908b4920f70186a0dbabbc
UnQL: a query language and algebra for semistructured data based on structural recursion,"['Peter Buneman', 'Mary Fernandez', 'Dan Suciu']",2000,VLDB,53908b4920f70186a0dbabb7
Optimizing database architecture for the new bottleneck: memory access,"['Stefan Manegold', 'Peter A. Boncz', 'Martin L. Kersten']",2000,VLDB,53908b4920f70186a0dbabbe
Progressive evaluation of nested aggregate queries,"['Kian-Lee Tan', 'Cheng Hian Goh', 'Beng Chin Ooi']",2000,VLDB,53908b4920f70186a0dbabc0
View management in multimedia databases,"['K. Sel&#231/uk Candan', 'Eric Lemar', 'V. S. Subrahmanian']",2000,VLDB,53908b4920f70186a0dbabb9
One-dimensional and multi-dimensional substring selectivity estimation,"['H. V. Jagadish', 'Olga Kapitskaia', 'Raymond T. Ng', 'Divesh Srivastava']",2000,VLDB,53908b4920f70186a0dbabbd
The VLDB Journal — The International Journal on Very Large Data Bases,,2000,VLDB,558cf127e4b00b95a766fdb7
The VLDB Journal — The International Journal on Very Large Data Bases,,1996,VLDB,558f395a0cf2af9ee80ebf61
Algebraic query optimisation for database programming languages,"['Alexandra Poulovassilis', 'Carol Small']",1996,VLDB,53908b4920f70186a0dbac39
An experimental object-based sharing system for networked databases,"['Doug Fang', 'Shahram Ghandeharizadeh', 'Dennis McLeod']",1996,VLDB,53908b4920f70186a0dbac3b
The GMAP: a versatile tool for physical data independence,"['Odysseas G. Tsatalos', 'Marvin H. Solomon', 'Yannis E. Ioannidis']",1996,VLDB,53908b4920f70186a0dbac38
Type-safe relaxing of schema consistency rules for flexible modelling in OODBMS,"['Eric Amiel', 'Marie-Jo Bellosta', 'Eric Dujardin', 'Eric Simon']",1996,VLDB,53908b4920f70186a0dbac3a
The VLDB Journal — The International Journal on Very Large Data Bases,,1996,VLDB,558f3bb10cf2af9ee80ec1cb
Parallelizing OODBMS traversals: a performance evaluation,"['David J. De Witt', 'Jeffrey F. Naughton', 'John C. Shafer', 'Shivakumar Venkataraman']",1996,VLDB,53908b4920f70186a0dbac65
Join algorithm costs revisited,"['Evan P. Harris', 'Kotagiri Ramamohanarao']",1996,VLDB,53908b4920f70186a0dbac69
A taxonomy of correctness criteria in database applications,"['Krithi Ramamritham', 'Panos K. Chrysanthis']",1996,VLDB,53908b4920f70186a0dbac6a
The VLDB Journal — The International Journal on Very Large Data Bases,,1996,VLDB,558e14970cf222bc17bc05be
A predicate-based caching scheme for client-server database architectures,"['Arthur M. Keller', 'Julie Basu']",1996,VLDB,53908b4920f70186a0dbac67
Mariposa: a wide-area distributed database system,"['Michael Stonebraker', 'Paul M. Aoki', 'Witold Litwin', 'Avi Pfeffer', 'Adam Sah', 'Jeff Sidell', 'Carl Staelin', 'Andrew Yu']",1996,VLDB,53908b4920f70186a0dbac68
A complete temporal relational algebra,"['Debabrata Dey', 'Terence M. Barron', 'Veda C. Storey']",1996,VLDB,53908b4920f70186a0dbac8b
Query processing over object views of relational data,"['Gustav Fahl', 'Tore Risch']",1997,VLDB,53908b4920f70186a0dbabef
Using extended feature objects for partial similarity retrieval,"['Stefan Berchtold', 'Daniel A. Keim', 'Hans-Peter Kriegel']",1997,VLDB,53908b4920f70186a0dbabf3
Sing the truth about ad hoc join costs,"['Laura M. Haas', 'Michael J. Carey', 'Miron Livny', 'Amit Shukla']",1997,VLDB,53908b4920f70186a0dbabed
Query processing and optimization in Oracle Rdb,"['Gennady Antoshenkov', 'Mohamed Ziauddin']",1996,VLDB,53908b4920f70186a0dbacb5
Building knowledge base management systems,"['John Mylopoulos', 'Vinay Chaudhri', 'Dimitris Plexousakis', 'Adel Shrufi', 'Thodoros Topologlou']",1996,VLDB,53908b4920f70186a0dbacb6
EXACT: an extensible approach to active object-oriented databases,"['Oscar D&#237/az', 'Arturo Jaime']",1997,VLDB,53908b4920f70186a0dbabf0
Parametric query optimization,"['Yannis E. Ioannidis', 'Raymond T. Ng', 'Kyuseok Shim', 'Timos K. Sellis']",1997,VLDB,53908b4920f70186a0dbabe7
The VLDB Journal — The International Journal on Very Large Data Bases,,1997,VLDB,558f38fd0cf2e66758051db8
Data placement in shared-nothing parallel database systems,"['Manish Mehta', 'David J. DeWitt']",1997,VLDB,53908b4920f70186a0dbabe3
Semantic and schematic similarities between database objects: a context-based approach,"['Vipul Kashyap', 'Amit Sheth']",1996,VLDB,53908b4920f70186a0dbacb8
Erratum—A database model for object dynamics,"['M. P. Papazoglou', 'B. J. Kr&#228/mer']",1997,VLDB,53908b4920f70186a0dbabee
Analysis of locking behavior in three real database systems,"['Vigyan Singhal', 'Alan Jay Smith']",1997,VLDB,53908b4920f70186a0dbabe2
An asymptotically optimal multiversion B-tree,"['Bruno Becker', 'Stephan Gschwind', 'Thomas Ohler', 'Bernhard Seeger', 'Peter Widmayer']",1996,VLDB,53908b4920f70186a0dbacb7
The design and implementation of K: a high-level knowledge-base programming language of OSAM*.KBMS,"['Yuh-Ming Shyy', 'Javier Arroyo', 'Stanley Y.W. Su', 'Herman Lam']",1996,VLDB,53908b4920f70186a0dbac8c
Index nesting – an efficient approach to indexing in object-oriented databases,"['Beng Chin Ooi', 'Jiawei Han', 'Hongjun Lu', 'Kian Lee Tan']",1996,VLDB,53908b4920f70186a0dbac8e
Access path support for referential integrity in SQL2,"['Theo H&#228/rder', 'Joachim Reinert']",1996,VLDB,53908b4920f70186a0dbac8d
Priority assignment in real-time active databases,"['Rajendran M. Sivasankaran', 'John A. Stankovic', 'Don Towsley', 'Bhaskar Purimetla', 'Krithi Ramamritham']",1996,VLDB,53908b4920f70186a0dbac66
Indexing of now-relative spatio-bitemporal data,"['Simonas &#352/altenis', 'Christian S. Jensen']",2002,VLDB,53908b4920f70186a0dbb07e
An authorization system for digital libraries,"['E. Ferrari', 'N.R. Adam', 'V. Atluri', 'E. Bertino', 'U. Capuozzo']",2002,VLDB,53908b4920f70186a0dbb082
Locating and accessing data repositories with WebSemantics,"['George A. Mihaila', 'Louiqa Raschid', 'Anthony Tomasic']",2002,VLDB,53908b4920f70186a0dbb081
Query processing techniques for arrays,"['Arunprasad P. Marathe', 'Kenneth Salem']",2002,VLDB,53908b4920f70186a0dbb083
The VLDB Journal — The International Journal on Very Large Data Bases,,2001,VLDB,558f35df0cf2c779a6478675
The VLDB Journal — The International Journal on Very Large Data Bases,,2002,VLDB,558d15440cf2b0acc6504242
Searching in metric spaces by spatial approximation,['Gonzalo Navarro'],2002,VLDB,53908b4920f70186a0dbb080
Guest editorial,"['Fabio Casati', 'Ming-Chien Shan', 'Dimitrios Georgakopoulos']",2001,VLDB,53908b4920f70186a0dbb09f
Spatial indexing of high-dimensional data based on relative approximation,"['Yasushi Sakurai', 'Masatoshi Yoshikawa', 'Shunsuke Uemura', 'Haruhiko Kojima']",2002,VLDB,53908b4920f70186a0dbb09b
The VLDB Journal — The International Journal on Very Large Data Bases,,2001,VLDB,5590cb4f0cf237666fc28b36
Integrating and customizing heterogeneous e-commerce applications,"['Anat Eyal', 'Tova Milo']",2001,VLDB,53908b4920f70186a0dbb0a1
Guest editorial,"['Amr El Abbadi', 'Gunter Schlageter', 'Kyu-Young Whang']",2001,VLDB,5590cef80cf2ce4b6f3a00a3
Designing wrapper components for e-services in integrating heterogeneous systems,"['Massimo Mecella', 'Barbara Pernici']",2001,VLDB,53908b4920f70186a0dbb0a0
The VLDB Journal — The International Journal on Very Large Data Bases,,2001,VLDB,558d0d490cf2b0acc6503fda
XML-enabled workflow management for e-services across heterogeneous platforms,"['German Shegalov', 'Michael Gillmann', 'Gerhard Weikum']",2001,VLDB,53908b4920f70186a0dbb0a5
A template model for multidimensional inter-transactional association rules,"['Ling Feng', 'Jeffrey Xu Yu', 'Hongjun Lu', 'Jiawei Han']",2002,VLDB,53908b4920f70186a0dbb09e
PicoDBMS: Scaling down database techniques for the smartcard,"['Philippe Pucheral', 'Luc Bouganim', 'Patrick Valduriez', 'Christophe Bobineau']",2001,VLDB,53908b4920f70186a0dbb0a7
An architecture to support scalable online personalization on the Web,"['Anindya Datta', 'Kaushik Dutta', 'Debra VanderMeer', 'Krithi Ramamritham', 'Shamkant B. Navathe']",2001,VLDB,53908b4920f70186a0dbb0a6
An Internet-based negotiation server for e-commerce,"['Stanley Y.W. Su', 'Chunbo Huang', 'Joachim Hammer', 'Yihua Huang', 'Haifei Li', 'Liu Wang', 'Youzhong Liu', 'Charnyote Pluempitiwiriyawej', 'Minsoo Lee', 'Herman Lam']",2001,VLDB,53908b4920f70186a0dbb0a4
ObjectGlobe: Ubiquitous query processing on the Internet,"['R. Braumandl', 'M. Keidl', 'A. Kemper', 'D. Kossmann', 'A. Kreutz', 'S. Seltzsam', 'K. Stocker']",2001,VLDB,53908b4920f70186a0dbb0a3
Efficient retrieval of similar shapes,"['Davood Rafiei', 'Alberto O. Mendelzon']",2002,VLDB,53908b4920f70186a0dbb07f
Approximate query mapping: Accounting for translation closeness,"['Kevin Chen-Chuan Chang', 'H&#233/ctor Garc&#237/a-Molina']",2001,VLDB,53908b4920f70186a0dbb0a9
Approximate query processing using wavelets,"['Kaushik Chakrabarti', 'Minos Garofalakis', 'Rajeev Rastogi', 'Kyuseok Shim']",2001,VLDB,53908b4920f70186a0dbb0ab
Global transaction support for workflow management systems: from formal specification to practical implementation,"['Paul Grefen', 'Jochem Vonk', 'Peter Apers']",2001,VLDB,53908b4920f70186a0dbb0b0
Monotonic complements for independent data warehouses,"['D. Laurent', 'J. Lechtenb&#246/rger', 'N. Spyratos', 'G. Vossen']",2001,VLDB,53908b4920f70186a0dbb0af
The VLDB Journal — The International Journal on Very Large Data Bases,,2002,VLDB,558d6a4d0cf2af9ee80e8f0e
Efficiently publishing relational data as XML documents,"['Jayavel Shanmugasundaram', 'Eugene Shekita', 'Rimon Barr', 'Michael Carey', 'Bruce Lindsay', 'Hamid Pirahesh', 'Berthold Reinwald']",2001,VLDB,53908b4920f70186a0dbb0a8
Semantic integrity support in SQL:1999 and commercial (object-)relational database management systems,"['Can T&#252/rker', 'Michael Gertz']",2001,VLDB,53908b4920f70186a0dbb0ad
MiniCon: A scalable algorithm for answering queries using views,"['Rachel Pottinger', 'Alon Halevy']",2001,VLDB,53908b4920f70186a0dbb0aa
A survey of approaches to automatic schema matching,"['Erhard Rahm', 'Philip A. Bernstein']",2001,VLDB,53908b4920f70186a0dbb0b1
Active rules for XML: A new paradigm for E-services,"['Angela Bonifati', 'Stefano Ceri', 'Stefano Paraboschi']",2001,VLDB,53908b4920f70186a0dbb0a2
User-cognizant multidimensional analysis,['Sunita Sarawagi'],2001,VLDB,53908b4920f70186a0dbb0ac
Speeding up construction of PMR quadtree-based spatial indexes,"['Gisli R. Hjaltason', 'Hanan Samet']",2002,VLDB,53908b4920f70186a0dbb09c
Efficient similarity search for market basket data,"['Alexandros Nanopoulos', 'Yannis Manolopoulos']",2002,VLDB,53908b4920f70186a0dbb09d
Answering queries using views: A survey,['Alon Y. Halevy'],2001,VLDB,53908b4920f70186a0dbb0ae
Privacy in data systems,['Rakesh Agrawal'],2003,SIGMOD,53908b4920f70186a0dbbf75
The view selection problem for XML content based routing,"['Ashish Kumar Gupta', 'Dan Suciu', 'Alon Y. Halevy']",2003,SIGMOD,53908b4920f70186a0dbbf79
Soft stratification for magic set based query evaluation in deductive databases,['Andreas Behrend'],2003,SIGMOD,53908b4920f70186a0dbbf7c
The impact of the constant complement approach towards view updating,['Jens Lechtenbörger'],2003,SIGMOD,53908b4920f70186a0dbbf77
An information-theoretic approach to normal forms for relational and XML data,"['Marcelo Arenas', 'Leonid Libkin']",2003,SIGMOD,53908b4920f70186a0dbbf73
Materializing views with minimal size to answer queries,"['Rada Chirkova', 'Chen Li']",2003,SIGMOD,53908b4920f70186a0dbbf76
Computing full disjunctions,"['Yaron Kanza', 'Yehoshua Sagiv']",2003,SIGMOD,53908b4920f70186a0dbbf7a
On producing join results early,"['Jens-Peter Dittrich', 'Bernhard Seeger', 'David Scot Taylor', 'Peter Widmayer']",2003,SIGMOD,53908b4920f70186a0dbbf7f
Query containment and rewriting using views for regular path queries under constraints,"['Gösta Grahne', 'Alex Thomo']",2003,SIGMOD,53908b4920f70186a0dbbf7d
Numerical document queries,"['Helmut Seidl', 'Thomas Schwentick', 'Anca Muscholl']",2003,SIGMOD,53908b4920f70186a0dbbf81
Maintaining time-decaying stream aggregates,"['Edith Cohen', 'Martin Strauss']",2003,SIGMOD,53908b4920f70186a0dbbf87
Data exchange: getting to the core,"['Ronald Fagin', 'Phokion G. Kolaitis', 'Lucian Popa']",2003,SIGMOD,53908b4920f70186a0dbbf7b
Query-preserving watermarking of relational databases and XML documents,['David Gross-Amblard'],2003,SIGMOD,53908b4920f70186a0dbbf84
The complexity of XPath query evaluation,"['Georg Gottlob', 'Christoph Koch', 'Reinhard Pichler']",2003,SIGMOD,53908b4920f70186a0dbbf83
Feasible itemset distributions in data mining: theory and application,"['Ganesh Ramesh', 'William A. Maniatty', 'Mohammed J. Zaki']",2003,SIGMOD,53908b4920f70186a0dbbf8d
Typing and querying XML documents: some complexity bounds,['Luc Segoufin'],2003,SIGMOD,53908b4920f70186a0dbbf82
How to quickly find a witness,"['Daniel Kifer', 'Johannes Gehrke', 'Cristian Bucila', 'Walker White']",2003,SIGMOD,53908b4920f70186a0dbbf8c
Optimal indexing using near-minimal space,"['C. Heeren', 'H. V. Jagadish', 'L. Pitt']",2003,SIGMOD,53908b4920f70186a0dbbf89
E-services: a look behind the curtain,"['Richard Hull', 'Michael Benedikt', 'Vassilis Christophides', 'Jianwen Su']",2003,SIGMOD,53908b4920f70186a0dbbf72
Maintaining variance and k-medians over data stream windows,"['Brain Babcock', 'Mayur Datar', 'Rajeev Motwani', ""Liadan O'Callaghan""]",2003,SIGMOD,53908b4920f70186a0dbbf88
Limiting privacy breaches in privacy preserving data mining,"['Alexandre Evfimievski', 'Johannes Gehrke', 'Ramakrishnan Srikant']",2003,SIGMOD,53908b4920f70186a0dbbf86
Revealing information while preserving privacy,"['Irit Dinur', 'Kobbi Nissim']",2003,SIGMOD,53908b4920f70186a0dbbf85
On the decidability and complexity of query answering over inconsistent and incomplete databases,"['Andrea Calì', 'Domenico Lembo', 'Riccardo Rosati']",2003,SIGMOD,53908b4920f70186a0dbbf8b
What's hot and what's not: tracking most frequent items dynamically,"['Graham Cormode', 'S. Muthukrishnan']",2003,SIGMOD,53908b4920f70186a0dbbf8e
On nearest neighbor indexing of nonlinear trajectories,"['Charu C. Aggarwal', 'Dakshi Agrawal']",2003,SIGMOD,53908b4920f70186a0dbbf8a
Correlating XML data streams using tree-edit distance embeddings,"['Minos Garofalakis', 'Amit Kumar']",2003,SIGMOD,53908b4920f70186a0dbbf80
View-based query containment,"['Diego Calvanese', 'Giuseppe De Giacomo', 'Maurizio Lenzerini', 'Moshe Y. Vardi']",2003,SIGMOD,53908b4920f70186a0dbbf78
Concise descriptions of subsets of structured sets,"['Alberto O. Mendelzon', 'Ken Q. Pu']",2003,SIGMOD,53908b4920f70186a0dbbf7e
Algorithms for data migration with cloning,"['Samir Khuller', 'Yoo-Ah Kim', 'Yung-Chun (Justin) Wan']",2003,SIGMOD,53908b4920f70186a0dbbf74
New partnership with ACM and update on the journal,['M. Tamer Özsu'],2003,VLDB,53908b4920f70186a0dbc507
Complex relationships and knowledge discovery support in the InfoQuilt system,"['A. Sheth', 'S. Thacker', 'S. Patel']",2003,VLDB,53908b4920f70186a0dbc508
Lineage tracing for general data warehouse transformations,"['Y. Cui', 'J. Widom']",2003,VLDB,53908b4920f70186a0dbc50a
Business-to-business interactions: issues and enabling technologies,"['B. Medjahed', 'B. Benatallah', 'A. Bouguettaya', 'A. H. H. Ngu', 'A. K. Elmagarmid']",2003,VLDB,53908b4920f70186a0dbc50b
A Bayesian decision model for cost optimal record matching,"['V. S. Verykios', 'G. V. Moustakides', 'M. G. Elfeky']",2003,VLDB,53908b4920f70186a0dbc509
The VLDB Journal — The International Journal on Very Large Data Bases,,2003,VLDB,558ce114612c5d355d0524f1
ACM SIGMOD Record,,2003,SIGMOD,5590e1990cf237666fc29852
Closing the key loophole in MLS databases,"['Nenad Jukic', 'Svetlozar Nestorov', 'Susan Vrbsky']",2003,SIGMOD,53908b4920f70186a0dbc918
Modelling temporal thematic map contents,"[""Alberto d'Onofrio"", 'Elaheh Pourabbas']",2003,SIGMOD,53908b4920f70186a0dbc91b
XPath processing in a nutshell,"['Georg Gottlob', 'Christoph Koch', 'Reinhard Pichler']",2003,SIGMOD,53908b4920f70186a0dbc919
Fundamentals of data warehouses: 2nd revised and extended edition,['Vernon Hoffner'],2003,SIGMOD,53908b4920f70186a0dbc91e
Information rules,['Dale A. Stirling'],2003,SIGMOD,53908b4920f70186a0dbc920
Towards a database body of knowledge: a study from Spain,"['Coral Calero', 'Mario Piattini', 'Francisco Ruiz']",2003,SIGMOD,53908b4920f70186a0dbc91d
A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees,"['Eugene Inseok Chong', 'Jagannathan Srinivasan', 'Souripriya Das', 'Chuck Freiwald', 'Aravind Yalamanchi', 'Mahesh Jagannath', 'Anh-Tuan Tran', 'Ramkumar Krishnan', 'Richard Jiang']",2003,SIGMOD,53908b4920f70186a0dbc922
